M1_paretoAE_I41	0.978725337971005
M1_paretoAE_I40	0.965650496745509
M1_paretoAE_I43	0.973015808105535
M1_paretoAE_I42	0.975319489338189
M1_paretoAE_I9	0.961590086125561
M1_paretoAE_I49	0.954534869959084
M1_paretoAE_I8	0.985288761597031
M1_paretoAE_I48	0.973572847384404
M1_paretoAE_I45	0.98100228893625
M1_paretoAE_I44	0.988807750938823
M1_paretoAE_I47	0.976337458901916
M1_paretoAE_I46	0.96342552756079
M1_paretoAE_I1	0.956674646854188
M1_paretoAE_I0	0.967570535215432
M1_paretoAE_I3	0.965816327332688
M1_paretoAE_I2	0.977073168371268
M1_paretoAE_I5	0.961595913188728
M1_paretoAE_I4	0.991730903675296
M1_paretoAE_I7	0.98480951232501
M1_paretoAE_I6	0.97075282818529
M1_paretoAE_I30	0.989780536327133
M1_paretoAE_I32	0.974819580038077
M1_paretoAE_I31	0.931354803073504
M1_paretoAE_I38	0.958192405183094
M1_paretoAE_I37	0.979084687557374
M1_paretoAE_I39	0.97740809018631
M1_paretoAE_I34	0.982244354947032
M1_paretoAE_I33	0.97917663060997
M1_paretoAE_I36	0.974409529301954
M1_paretoAE_I35	0.945800990608514
M1_paretoAE_I21	0.97538205740288
M1_paretoAE_I20	0.993276545268531
M1_paretoAE_I27	0.971758498026007
M1_paretoAE_I26	0.981763998041171
M1_paretoAE_I29	0.977631403964061
M1_paretoAE_I28	0.935925017593813
M1_paretoAE_I23	0.96601703622826
M1_paretoAE_I22	0.974516588183052
M1_paretoAE_I25	0.98193631386957
M1_paretoAE_I24	0.968989956732619
M1_paretoAE_I10	0.962507790340414
M1_paretoAE_I16	0.95380288123397
M1_paretoAE_I15	0.978511842224465
M1_paretoAE_I18	0.979283312854661
M1_paretoAE_I17	0.966074967205457
M1_paretoAE_I12	0.967584075687017
M1_paretoAE_I11	0.976731452887784
M1_paretoAE_I14	0.962299418658782
M1_paretoAE_I13	0.966368988001394
M1_paretoAE_I19	0.972983346899806
